Прізвище,Ім’я,По-батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Талан,Сніжана,Володимирівна,Жіноча,1959-06-03,Психолог,село Заліщики,"набережна Чорноморський 4-й, буд. 128 кв. 72, Люботин, 24411",909 27 13,tychynaokseniia@example.com
Гузенко,Віра,Петрівна,Жіноча,1996-01-18,Астронавт,місто Яворів,"провулок Маланова, буд. 06 кв. 79, Голубівка, 47026",+380 74 890-73-30,pmalyshko@example.net
Василенко,Розалія,Володимирівна,Жіноча,1966-01-07,Парфюмер,хутір Хмельницький,"вулиця Собінова, буд. 9 кв. 13, Ровеньки, 22573",094 207 63 82,liubovtsisyk@example.net
Рак,Альбіна,Олександрівна,Жіноча,1955-10-18,Хімік,місто Березань ,"сквер Фестивальний, буд. 206, Олександрівськ, 94579",+380 42 960-59-90,qzaporozhets@example.net
Бездітко,Одарка,Олександрівна,Жіноча,1941-01-13,Кінорежисер,хутір Городенка,"провулок Крутоярська, буд. 467 кв. 669, Борщів, 57662",019 001 26 79,mariana99@example.org
Стець,Варвара,Павлівна,Жіноча,1988-07-22,Флорист,селище Тернопіль,"площа Вчительської, 2-й, буд. 099, Тальне, 58547",+380 89 041-96-97,makar80@example.com
Якименко,Ірина,Андріївна,Жіноча,1981-01-18,Провізор,село Іллінці,"проспект Іванівський переїзд, буд. 712 кв. 5, Шумськ, 78822",036 359 23 91,iustyna85@example.org
Євтушенко,Емілія,Михайлівна,Жіноча,1955-10-29,Археолог,село Арциз,"площа Композитора Глинки, буд. 94 кв. 0, Зугрес, 39502",+380 (72) 118-80-91,sbaklan@example.com
Шеремет,Богданна,Сергіївна,Жіноча,2006-03-30,Програміст,місто Кам'янка-Дніпровська,"шосе Леваневського, буд. 44 кв. 5, Очаків, 76606",025 800-02-66,viktor12@example.net
Хомик,Віра,Михайлівна,Жіноча,1939-06-23,Біолог,село Тисмениця,"площа Кедровий, буд. 43, Перемишляни, 10083",012 699-65-87,artem08@example.net
Архипенко,Вікторія,Анатоліївна,Жіноча,1948-12-23,Етнограф,селище Угнів,"парк Транспортна, буд. 818, Овруч, 18968",030 259-09-50,oryna12@example.com
Пилипенко,Ольга,Андріївна,Жіноча,1955-05-03,Машиніст,село Самбір,"шосе Орловська, буд. 03, Українка , 28533",836-70-98,ruslan23@example.com
Алексюк,Мілена,Михайлівна,Жіноча,1948-07-07,Фрілансер,хутір Новоукраїнка,"проспект Богдана Хмельницького, буд. 4 кв. 98, Дубровиця, 63348",+380 33 742-25-57,albina48@example.org
Бараник,Аліна,Сергіївна,Жіноча,1974-04-08,Журналіст,місто Самбір,"проспект Литовська, буд. 640, Хотин, 69296",031-92-43,giakovenko@example.com
Башполченко,Ольга,Петрівна,Жіноча,1950-03-26,Диригент,хутір Родинське,"вулиця Приморський, буд. 13 кв. 19, Покров, 50094",315 74 07,iaremkivnadiia@example.com
Теліженко,Пріска,Сергіївна,Жіноча,1994-02-15,Патологоанатом,село Гребінка,"набережна Тополиний, буд. 5 кв. 468, Шахтарськ, 07435",219 26 18,andriivakhnii@example.org
Дашкевич,Людмила,Іванівна,Жіноча,1957-11-13,Кінорежисер,село Гірник ,"сквер Будівельний, буд. 643 кв. 966, Заліщики, 04109",604-46-59,makarshtokalo@example.com
Цимбал,Аліна,Павлівна,Жіноча,1980-12-20,Ді-джей,село Марганець ,"набережна Лугова, буд. 2, Покров, 19114",899 09 27,ihor26@example.com
Жаліло,Михайлина,Анатоліївна,Жіноча,2006-12-26,Ботанік,хутір Приморськ (Україна),"сквер Пілотна, буд. 969, Святогірськ, 25511",+380 (97) 629-21-02,petrenkoada@example.net
Авраменко,Віолетта,Олександрівна,Жіноча,1969-11-08,Кіноактор,село Вугледар,"парк Варненська, буд. 07, Кролевець, 39161",+380 24 801 64 41,volodymyra18@example.com
Гоголь,Ірена,Іванівна,Жіноча,1939-08-11,Водій,селище Тульчин,"проспект Гаршина, буд. 256 кв. 81, Ічня, 29120",+380 48 917-54-63,larysa22@example.org
Кабалюк,Богуслава,Михайлівна,Жіноча,1997-07-10,Правник,село Глиняни,"площа Чорноморський 1-й, буд. 0, Христинівка, 25780",009 988-17-94,ocharnysh@example.org
Бебешко,Валентина,Іванівна,Жіноча,1997-04-20,Няня,село Першотравенськ,"узвіз Сливова, буд. 009, Коломия, 90345",048 689 09 12,mykolaibaidak@example.net
Дашкевич,Амалія,Петрівна,Жіноча,1959-11-21,Паралегал,село Гола Пристань,"узвіз Академіка Воробйова, буд. 778 кв. 7, Корець, 10803",008 410 24 25,parmenzharko@example.net
Вакарчук,Лариса,Анатоліївна,Жіноча,2005-08-03,Астронавт,місто Іловайськ,"вулиця Куяльницький міст, буд. 810, Носівка, 41830",+380 72 168 65 60,sofiia09@example.net
Кабалюк,Ліза,Анатоліївна,Жіноча,1945-01-07,Математик,селище Золотоноша,"проспект Михайла Грушевського, буд. 47, Білопілля, 05648",+380 97 882-94-41,arsenychruslan@example.org
Захарченко,Дарина,Петрівна,Жіноча,1975-02-11,Реставратор,хутір Львів,"вулиця Косвена, буд. 82 кв. 4, Сіверськ, 39796",074 409-01-73,bohdanna90@example.net
Ґоляш,Аліна,Іванівна,Жіноча,1939-07-05,Стропальник,хутір Жовті Води,"шосе Дачний, буд. 979 кв. 78, Вишгород, 56466",075 127-19-49,ihorpylypenko@example.com
Батуринець,Амалія,Володимирівна,Жіноча,1991-12-13,Євнух,місто Стрий,"сквер Пересипська 2-га, буд. 477, Таврійськ, 13686",526 29 53,ipavlenko@example.org
Євтушок,Ада,Андріївна,Жіноча,2003-05-23,Єгер,село Почаїв,"парк Покровський, буд. 6, Львів, 96171",039 600 94 26,vasylyna87@example.net
Щириця,Ганна,Михайлівна,Жіноча,1959-08-08,Археолог,селище Волноваха,"набережна Газова, буд. 772 кв. 0, Сватове, 91960",+380 37 031-40-59,qtychyna@example.net
Литвин,Христина,Юріївна,Жіноча,1957-11-13,Парфюмер,хутір Татарбунари,"сквер Композитора Глинки, буд. 4, Моршин, 37633",081 946 86 19,avrelii14@example.com
Коваленко,Одарка,Сергіївна,Жіноча,1954-07-16,Бібліограф,селище Кальміуське,"площа Яхненка Семена, буд. 1, Сімферополь, 36284",051 248-25-14,areva@example.net
Бакуменко,Галина,Анатоліївна,Жіноча,2003-12-18,Вчитель,хутір Василівка ,"шосе Гена Іоганна, буд. 369 кв. 0, Красноград, 61597",914 99 16,ykarmaliuk@example.org
Цушко,Софія,Сергіївна,Жіноча,1989-01-02,Хімік,селище Привілля,"узвіз Басейний 6-й, буд. 759 кв. 1, Умань, 73839",+380 19 239 44 02,markopylypenko@example.org
Яценюк,Лариса,Анатоліївна,Жіноча,1963-07-19,Мінералог,хутір Болград,"набережна Чернишевського, буд. 114 кв. 5, Куп'янськ, 86147",+380 55 503-56-78,labaustym@example.net
Александренко,Марія,Олександрівна,Жіноча,1999-05-18,Випробувач,село Макіївка,"вулиця Сімферопольська, буд. 4 кв. 01, Вінниця, 48358",+380 (60) 350-30-30,rakliubov@example.org
Стельмах,Ярина,Сергіївна,Жіноча,1985-12-13,Стропальник,селище Часів Яр,"узвіз Палія Семена, буд. 444 кв. 11, Дружківка, 23047",+380 40 476 06 08,pylypzubko@example.com
Вакуленко,Єва,Олександрівна,Жіноча,1945-10-27,Дантист,хутір Бережани,"провулок Семінарська, буд. 2 кв. 65, Привілля, 09904",+380 (91) 058-00-48,okseniia12@example.org
Швачка,Анжела,Олександрівна,Жіноча,1978-08-10,Кінолог,селище Хорол ,"шосе Парашутний, буд. 55 кв. 526, Борзна, 30338",+380 25 125-99-45,milenalupii@example.net
Литвиненко,Ярина,Андріївна,Жіноча,1977-05-04,Флорист,селище Чорнобиль,"площа Соборна, буд. 5, Горішні Плавні, 77911",+380 (26) 277-51-33,rostyslavpetliura@example.net
Христич,Марія,Анатоліївна,Жіноча,1942-11-14,Етнограф,місто Амвросіївка,"шосе Ланжеронівський узвіз, буд. 84, Славутич, 64163",608 99 42,ishchakhordii@example.org
Карпа,Тереза,Анатоліївна,Жіноча,1950-10-25,Композитор,місто Носівка,"проспект Вершинна, буд. 8 кв. 9, Снігурівка, 64159",+380 67 612-13-46,tkachsviatoslav@example.org
